,0,1,2,3,4
149,8491,Bio Menace,"['Action', 'Science fiction']",78.8477884005048,https://images.igdb.com/igdb/image/upload/t_cover_big/co507b.jpg
150,4260,Samurai Shodown,['Action'],61.66915457900775,https://images.igdb.com/igdb/image/upload/t_cover_big/co5uc7.jpg
151,67,Master of Orion,"['Science fiction', '4X (explore, expand, exploit, and exterminate)']",87.1424421474274,https://images.igdb.com/igdb/image/upload/t_cover_big/co4ejt.jpg
152,6405,Gunstar Heroes,"['Action', 'Science fiction', 'Warfare']",72.55441931593636,https://images.igdb.com/igdb/image/upload/t_cover_big/co3wad.jpg
153,794,Wing Commander: Privateer,"['Action', 'Science fiction']",89.93351182313401,https://images.igdb.com/igdb/image/upload/t_cover_big/co2khs.jpg
154,5452,Sonic CD,"['Action', 'Science fiction']",79.41220571807341,https://images.igdb.com/igdb/image/upload/t_cover_big/co53t2.jpg
155,236,Myst,"['Fantasy', 'Mystery']",65.28346547216465,https://images.igdb.com/igdb/image/upload/t_cover_big/co1y96.jpg
156,3197,Shining Force II,['Fantasy'],86.1499560671615,https://images.igdb.com/igdb/image/upload/t_cover_big/co2gj5.jpg
157,3734,Putt-Putt Goes To The Moon,"['Science fiction', 'Educational']",70.6887373141101,https://images.igdb.com/igdb/image/upload/t_cover_big/co2st3.jpg
158,161,Star Wars: Rebel Assault,"['Action', 'Science fiction']",63.6348134615593,https://images.igdb.com/igdb/image/upload/t_cover_big/co1p63.jpg
159,202,Sam & Max Hit the Road,"['Science fiction', 'Comedy']",84.00505890485374,https://images.igdb.com/igdb/image/upload/t_cover_big/co30yv.jpg
160,5397,The Lawnmower Man,['Action'],59.6967523129988,https://images.igdb.com/igdb/image/upload/t_cover_big/co2dp8.jpg
161,8118,Disney's Aladdin,"['Action', 'Fantasy', 'Comedy']",81.0539731757367,https://images.igdb.com/igdb/image/upload/t_cover_big/co4ikd.jpg
162,2473,Disney's Aladdin,['Action'],81.08918253523751,https://images.igdb.com/igdb/image/upload/t_cover_big/co4voj.jpg
163,16036,Sonic the Hedgehog: Spinball,['Action'],68.4889128863684,https://images.igdb.com/igdb/image/upload/t_cover_big/co2v8e.jpg
164,4499,Dr. Robotnik's Mean Bean Machine,"['Action', 'Science fiction', 'Comedy']",61.4970276126063,https://images.igdb.com/igdb/image/upload/t_cover_big/co2v8c.jpg
165,5519,Cannon Fodder,"['Action', 'Comedy', 'Warfare']",83.3135499137753,https://images.igdb.com/igdb/image/upload/t_cover_big/co3o3f.jpg
166,956,Duke Nukem II,"['Action', 'Science fiction']",70.466098440004,https://images.igdb.com/igdb/image/upload/t_cover_big/co1nqa.jpg
167,8489,Blake Stone: Aliens of Gold,"['Action', 'Science fiction']",79.9209580144681,https://images.igdb.com/igdb/image/upload/t_cover_big/co2hlx.jpg
168,673,DOOM,"['Action', 'Science fiction', 'Horror']",82.45581465907955,https://images.igdb.com/igdb/image/upload/t_cover_big/co5rav.jpg
169,11312,Romancing SaGa 2,['Fantasy'],66.25,https://images.igdb.com/igdb/image/upload/t_cover_big/co24oa.jpg
170,1230,Phantasy Star IV: The End of the Millennium,"['Fantasy', 'Science fiction']",89.9380108674991,https://images.igdb.com/igdb/image/upload/t_cover_big/co2g92.jpg
171,1250,Gabriel Knight: Sins of the Fathers,"['Horror', 'Thriller']",87.1741639089359,https://images.igdb.com/igdb/image/upload/t_cover_big/co2fl7.jpg
172,330,SimCity 2000,"['Business', 'Sandbox']",74.31508868703025,https://images.igdb.com/igdb/image/upload/t_cover_big/co1o4d.jpg
173,2466,Dark Sun: Shattered Lands,"['Action', 'Fantasy']",80.0,https://images.igdb.com/igdb/image/upload/t_cover_big/co2hki.jpg
174,4251,Plumbers Don't Wear Ties,"['Comedy', 'Drama', 'Erotic']",15.5865045115732,https://images.igdb.com/igdb/image/upload/t_cover_big/co1p5l.jpg
175,8804,SimFarm,['Business'],80.9165075458622,https://images.igdb.com/igdb/image/upload/t_cover_big/mrrkfrsc714va1h2x2n6.jpg
176,8855,Raiden II,"['Action', 'Science fiction']",76.6784370692058,https://images.igdb.com/igdb/image/upload/t_cover_big/co2fn2.jpg
177,9232,Pirates! Gold,['Action'],89.7793601170438,https://images.igdb.com/igdb/image/upload/t_cover_big/co4wp9.jpg
178,11123,ToeJam & Earl in Panic on Funkotron,"['Action', 'Fantasy', 'Comedy']",66.3116943723539,https://images.igdb.com/igdb/image/upload/t_cover_big/co2rpc.jpg
179,48133,Mario's Time Machine,['Educational'],21.4952915346614,https://images.igdb.com/igdb/image/upload/t_cover_big/co1wwm.jpg
180,19986,Samurai Shodown II,"['Action', 'Fantasy']",80.7092568490543,https://images.igdb.com/igdb/image/upload/t_cover_big/co2r8h.jpg
181,6556,Art of Fighting 2,['Action'],62.9224935691562,https://images.igdb.com/igdb/image/upload/t_cover_big/co22y5.jpg
182,2487,Dragonsphere,['Fantasy'],62.9687276667852,https://images.igdb.com/igdb/image/upload/t_cover_big/co2i9d.jpg
183,11222,Windjammers,['Action'],83.36406304060034,https://images.igdb.com/igdb/image/upload/t_cover_big/co3jhl.jpg
184,4331,Cyberia,"['Action', 'Science fiction']",73.1241998911928,https://images.igdb.com/igdb/image/upload/t_cover_big/co1p50.jpg
185,6773,Aero Fighters 2,['Warfare'],72.7198664128581,https://images.igdb.com/igdb/image/upload/t_cover_big/co236v.jpg
186,1435,Fire Emblem: Mystery of the Emblem,['Fantasy'],79.01432053264669,https://images.igdb.com/igdb/image/upload/t_cover_big/co2byf.jpg
187,8285,Teenagent,['Comedy'],69.6542692903123,https://images.igdb.com/igdb/image/upload/t_cover_big/co2dkg.jpg
188,612,Beneath a Steel Sky,['Science fiction'],76.77331769832419,https://images.igdb.com/igdb/image/upload/t_cover_big/co4uz9.jpg
189,1654,Streets of Rage 3,"['Action', 'Science fiction']",80.0068934844833,https://images.igdb.com/igdb/image/upload/t_cover_big/co49sd.jpg
190,23879,Shin Megami Tensei II,"['Fantasy', 'Science fiction', 'Thriller', 'Warfare']",81.2089656890015,https://images.igdb.com/igdb/image/upload/t_cover_big/co55qx.jpg
